"fecha","linea","n"
2021-11-21,"FFCC ROCA",108399
2021-11-21,"FFCC SAR",24151
2021-11-22,"BSAS_LINEA_203",68425
2021-11-22,"BSAS_LINEA_501G",73931
2021-11-22,"FFCC ROCA",118039
2021-11-22,"FFCC SAR",38855
2021-11-23,"BSAS_LINEA_203",119595
2021-11-23,"BSAS_LINEA_501G",169186
2021-11-23,"FFCC ROCA",446577
2021-11-23,"FFCC SAR",212585
2021-11-24,"BSAS_LINEA_203",118458
2021-11-24,"BSAS_LINEA_501G",167010
2021-11-24,"FFCC ROCA",426580
2021-11-24,"FFCC SAR",201920
2021-11-25,"BSAS_LINEA_203",106818
2021-11-25,"BSAS_LINEA_501G",143917
2021-11-25,"FFCC ROCA",388114
2021-11-25,"FFCC SAR",180768
2021-11-26,"BSAS_LINEA_203",125664
2021-11-26,"BSAS_LINEA_501G",174197
2021-11-26,"FFCC ROCA",442496
2021-11-26,"FFCC SAR",202194
2021-11-27,"BSAS_LINEA_203",98066
2021-11-27,"BSAS_LINEA_501G",125848
2021-11-27,"FFCC ROCA",264506
2021-11-27,"FFCC SAR",76767
2021-11-28,"BSAS_LINEA_203",42212
2021-11-28,"BSAS_LINEA_501G",39230
2021-11-28,"FFCC ROCA",74244
2021-11-28,"FFCC SAR",11827
2021-11-29,"BSAS_LINEA_203",113162
2021-11-29,"BSAS_LINEA_501G",160068
2021-11-29,"FFCC ROCA",403415
2021-11-29,"FFCC SAR",220249
2021-11-30,"BSAS_LINEA_203",122355
2021-11-30,"BSAS_LINEA_501G",167227
2021-11-30,"FFCC ROCA",431007
2021-11-30,"FFCC SAR",220055
2021-12-01,"BSAS_LINEA_203",121120
2021-12-01,"BSAS_LINEA_501G",166687
2021-12-01,"FFCC ROCA",426239
2021-12-01,"FFCC SAR",231347
2021-12-02,"BSAS_LINEA_203",118947
2021-12-02,"BSAS_LINEA_501G",150877
2021-12-02,"FFCC ROCA",438529
2021-12-02,"FFCC SAR",218603
2021-12-03,"BSAS_LINEA_203",126145
2021-12-03,"BSAS_LINEA_501G",169250
2021-12-03,"FFCC ROCA",455098
2021-12-03,"FFCC SAR",223107
2021-12-04,"BSAS_LINEA_203",104022
2021-12-04,"BSAS_LINEA_501G",133268
2021-12-04,"FFCC ROCA",281023
2021-12-04,"FFCC SAR",96842
2021-12-05,"BSAS_LINEA_203",68350
2021-12-05,"BSAS_LINEA_501G",70468
2021-12-05,"FFCC ROCA",96321
2021-12-05,"FFCC SAR",26248
2021-12-06,"BSAS_LINEA_203",120343
2021-12-06,"BSAS_LINEA_501G",169134
2021-12-06,"FFCC ROCA",447378
2021-12-06,"FFCC SAR",244992
2021-12-07,"BSAS_LINEA_203",127331
2021-12-07,"BSAS_LINEA_501G",176011
2021-12-07,"FFCC ROCA",474721
2021-12-07,"FFCC SAR",258419
2021-12-08,"BSAS_LINEA_203",81561
2021-12-08,"BSAS_LINEA_501G",92149
2021-12-08,"FFCC ROCA",164447
2021-12-08,"FFCC SAR",74150
2021-12-09,"BSAS_LINEA_203",124955
2021-12-09,"BSAS_LINEA_501G",171224
2021-12-09,"FFCC ROCA",469353
2021-12-09,"FFCC SAR",239844
2021-12-10,"BSAS_LINEA_203",58915
2021-12-10,"BSAS_LINEA_501G",75909
2021-12-10,"FFCC ROCA",201570
2021-12-10,"FFCC SAR",98163
2021-12-11,"BSAS_LINEA_203",104739
2021-12-11,"BSAS_LINEA_501G",139959
2021-12-11,"FFCC ROCA",166349
2021-12-11,"FFCC SAR",86602
2021-12-12,"BSAS_LINEA_203",68034
2021-12-12,"BSAS_LINEA_501G",69261
2021-12-12,"FFCC ROCA",34421
2021-12-12,"FFCC SAR",30978
2021-12-13,"BSAS_LINEA_203",118176
2021-12-13,"BSAS_LINEA_501G",164848
2021-12-13,"FFCC ROCA",441088
2021-12-13,"FFCC SAR",233022
2021-12-14,"BSAS_LINEA_203",117095
2021-12-14,"BSAS_LINEA_501G",163826
2021-12-14,"FFCC ROCA",439721
2021-12-14,"FFCC SAR",234252
2021-12-15,"BSAS_LINEA_203",121669
2021-12-15,"BSAS_LINEA_501G",165646
2021-12-15,"FFCC ROCA",437047
2021-12-15,"FFCC SAR",213035
2021-12-16,"BSAS_LINEA_203",124548
2021-12-16,"BSAS_LINEA_501G",126828
2021-12-16,"FFCC ROCA",311050
2021-12-16,"FFCC SAR",217846
2021-12-17,"BSAS_LINEA_203",129994
2021-12-17,"BSAS_LINEA_501G",173603
2021-12-17,"FFCC ROCA",450303
2021-12-17,"FFCC SAR",203136
2021-12-18,"BSAS_LINEA_203",109435
2021-12-18,"BSAS_LINEA_501G",145044
2021-12-18,"FFCC ROCA",299359
2021-12-18,"FFCC SAR",109661
2021-12-19,"BSAS_LINEA_203",77835
2021-12-19,"BSAS_LINEA_501G",79906
2021-12-19,"FFCC ROCA",115343
2021-12-19,"FFCC SAR",28399
2021-12-20,"BSAS_LINEA_203",120869
2021-12-20,"BSAS_LINEA_501G",165200
2021-12-20,"FFCC ROCA",477857
2021-12-20,"FFCC SAR",254111
2021-12-21,"BSAS_LINEA_203",124739
2021-12-21,"BSAS_LINEA_501G",170239
2021-12-21,"FFCC ROCA",464582
2021-12-21,"FFCC SAR",253989
2021-12-22,"BSAS_LINEA_203",123634
2021-12-22,"BSAS_LINEA_501G",169599
2021-12-22,"FFCC ROCA",460567
2021-12-22,"FFCC SAR",217909
2021-12-23,"BSAS_LINEA_203",126849
2021-12-23,"BSAS_LINEA_501G",163179
2021-12-23,"FFCC ROCA",431984
2021-12-23,"FFCC SAR",204077
2021-12-24,"BSAS_LINEA_203",60129
2021-12-24,"BSAS_LINEA_501G",103599
2021-12-24,"FFCC ROCA",204320
2021-12-24,"FFCC SAR",86972
2021-12-25,"BSAS_LINEA_203",34025
2021-12-25,"BSAS_LINEA_501G",34848
2021-12-25,"FFCC ROCA",50541
2021-12-25,"FFCC SAR",6442
2021-12-26,"BSAS_LINEA_203",56785
2021-12-26,"BSAS_LINEA_501G",52902
2021-12-26,"FFCC ROCA",78060
2021-12-26,"FFCC SAR",16638
2021-12-27,"BSAS_LINEA_203",98296
2021-12-27,"BSAS_LINEA_501G",128705
2021-12-27,"FFCC ROCA",365883
2021-12-27,"FFCC SAR",189928
2021-12-28,"BSAS_LINEA_203",94933
2021-12-28,"BSAS_LINEA_501G",131193
2021-12-28,"FFCC ROCA",354310
2021-12-28,"FFCC SAR",170353
2021-12-29,"BSAS_LINEA_203",95327
2021-12-29,"BSAS_LINEA_501G",134312
2021-12-29,"FFCC ROCA",358016
2021-12-29,"FFCC SAR",171670
2021-12-30,"BSAS_LINEA_203",92545
2021-12-30,"BSAS_LINEA_501G",139583
2021-12-30,"FFCC ROCA",339263
2021-12-30,"FFCC SAR",166159
2021-12-31,"BSAS_LINEA_203",47510
2021-12-31,"BSAS_LINEA_501G",90769
2021-12-31,"FFCC ROCA",164881
2021-12-31,"FFCC SAR",70540
2022-01-01,"BSAS_LINEA_203",25805
2022-01-01,"BSAS_LINEA_501G",29218
2022-01-01,"FFCC ROCA",41647
2022-01-01,"FFCC SAR",4951
2022-01-02,"BSAS_LINEA_203",50090
2022-01-02,"BSAS_LINEA_501G",55529
2022-01-02,"FFCC ROCA",69900
2022-01-02,"FFCC SAR",9466
2022-01-03,"BSAS_LINEA_203",83840
2022-01-03,"BSAS_LINEA_501G",114925
2022-01-03,"FFCC ROCA",303404
2022-01-03,"FFCC SAR",145551
2022-01-04,"BSAS_LINEA_203",86797
2022-01-04,"BSAS_LINEA_501G",118814
2022-01-04,"FFCC ROCA",314458
2022-01-04,"FFCC SAR",154888
2022-01-05,"BSAS_LINEA_203",90546
2022-01-05,"BSAS_LINEA_501G",125771
2022-01-05,"FFCC ROCA",327215
2022-01-05,"FFCC SAR",124802
2022-01-06,"BSAS_LINEA_203",89056
2022-01-06,"BSAS_LINEA_501G",123204
2022-01-06,"FFCC ROCA",312831
2022-01-06,"FFCC SAR",95295
2022-01-07,"BSAS_LINEA_203",91228
2022-01-07,"BSAS_LINEA_501G",123243
2022-01-07,"FFCC ROCA",305081
2022-01-07,"FFCC SAR",114599
2022-01-08,"BSAS_LINEA_203",74534
2022-01-08,"BSAS_LINEA_501G",97702
2022-01-08,"FFCC ROCA",170710
2022-01-08,"FFCC SAR",51551
2022-01-09,"BSAS_LINEA_203",55148
2022-01-09,"BSAS_LINEA_501G",54868
2022-01-09,"FFCC ROCA",64391
2022-01-09,"FFCC SAR",17055
2022-01-10,"BSAS_LINEA_203",87289
2022-01-10,"BSAS_LINEA_501G",110357
2022-01-10,"FFCC ROCA",267930
2022-01-10,"FFCC SAR",73760
2022-01-11,"BSAS_LINEA_203",84276
2022-01-11,"BSAS_LINEA_501G",104693
2022-01-11,"FFCC ROCA",238729
2022-01-11,"FFCC SAR",61864
2022-01-12,"BSAS_LINEA_203",87424
2022-01-12,"BSAS_LINEA_501G",109945
2022-01-12,"FFCC ROCA",254828
2022-01-12,"FFCC SAR",84799
2022-01-13,"BSAS_LINEA_203",94624
2022-01-13,"BSAS_LINEA_501G",105748
2022-01-13,"FFCC ROCA",243625
2022-01-13,"FFCC SAR",82603
2022-01-14,"BSAS_LINEA_203",89924
2022-01-14,"BSAS_LINEA_501G",104899
2022-01-14,"FFCC ROCA",221959
2022-01-14,"FFCC SAR",68949
2022-01-15,"BSAS_LINEA_203",65685
2022-01-15,"BSAS_LINEA_501G",79970
2022-01-15,"FFCC ROCA",125344
2022-01-15,"FFCC SAR",19650
2022-01-16,"BSAS_LINEA_203",45684
2022-01-16,"BSAS_LINEA_501G",43273
2022-01-16,"FFCC ROCA",45375
2022-01-16,"FFCC SAR",4448
2022-01-17,"BSAS_LINEA_203",86186
2022-01-17,"BSAS_LINEA_501G",111083
2022-01-17,"FFCC ROCA",262051
2022-01-17,"FFCC SAR",88518
2022-01-18,"BSAS_LINEA_203",81470
2022-01-18,"BSAS_LINEA_501G",102640
2022-01-18,"FFCC ROCA",264714
2022-01-18,"FFCC SAR",99821
2022-01-19,"BSAS_LINEA_203",87409
2022-01-19,"BSAS_LINEA_501G",107001
2022-01-19,"FFCC ROCA",261385
2022-01-19,"FFCC SAR",99961
2022-01-20,"BSAS_LINEA_203",93102
2022-01-20,"BSAS_LINEA_501G",112241
2022-01-20,"FFCC ROCA",247341
2022-01-20,"FFCC SAR",81319
2022-01-21,"BSAS_LINEA_203",94435
2022-01-21,"BSAS_LINEA_501G",117488
2022-01-21,"FFCC ROCA",271512
2022-01-21,"FFCC SAR",88240
2022-01-22,"BSAS_LINEA_203",65929
2022-01-22,"BSAS_LINEA_501G",86116
2022-01-22,"FFCC ROCA",147823
2022-01-22,"FFCC SAR",31674
2022-01-23,"BSAS_LINEA_203",48891
2022-01-23,"BSAS_LINEA_501G",51280
2022-01-23,"FFCC ROCA",56025
2022-01-23,"FFCC SAR",7837
2022-01-24,"BSAS_LINEA_203",94663
2022-01-24,"BSAS_LINEA_501G",108589
2022-01-24,"FFCC ROCA",299376
2022-01-24,"FFCC SAR",90223
2022-01-25,"BSAS_LINEA_203",88848
2022-01-25,"BSAS_LINEA_501G",96563
2022-01-25,"FFCC ROCA",291058
2022-01-25,"FFCC SAR",112214
2022-01-26,"BSAS_LINEA_203",90986
2022-01-26,"BSAS_LINEA_501G",104820
2022-01-26,"FFCC ROCA",296833
2022-01-26,"FFCC SAR",126774
2022-01-27,"BSAS_LINEA_203",101060
2022-01-27,"BSAS_LINEA_501G",119453
2022-01-27,"FFCC ROCA",326738
2022-01-27,"FFCC SAR",117553
2022-01-28,"BSAS_LINEA_203",104342
2022-01-28,"BSAS_LINEA_501G",128869
2022-01-28,"FFCC ROCA",332142
2022-01-28,"FFCC SAR",130005
2022-01-29,"BSAS_LINEA_203",84406
2022-01-29,"BSAS_LINEA_501G",104118
2022-01-29,"FFCC ROCA",203205
2022-01-29,"FFCC SAR",60707
2022-01-30,"BSAS_LINEA_203",61892
2022-01-30,"BSAS_LINEA_501G",63135
2022-01-30,"FFCC ROCA",88379
2022-01-30,"FFCC SAR",16188
2022-01-31,"BSAS_LINEA_203",97593
2022-01-31,"BSAS_LINEA_501G",125250
2022-01-31,"FFCC ROCA",331194
2022-01-31,"FFCC SAR",136036
2022-02-01,"BSAS_LINEA_203",101638
2022-02-01,"BSAS_LINEA_501G",127952
2022-02-01,"FFCC ROCA",352587
2022-02-01,"FFCC SAR",158032
2022-02-02,"BSAS_LINEA_203",103112
2022-02-02,"BSAS_LINEA_501G",127528
2022-02-02,"FFCC ROCA",344277
2022-02-02,"FFCC SAR",153006
2022-02-03,"BSAS_LINEA_203",88829
2022-02-03,"BSAS_LINEA_501G",105830
2022-02-03,"FFCC ROCA",309989
2022-02-03,"FFCC SAR",122246
2022-02-04,"BSAS_LINEA_203",110383
2022-02-04,"BSAS_LINEA_501G",141003
2022-02-04,"FFCC ROCA",367099
2022-02-04,"FFCC SAR",151062
2022-02-05,"BSAS_LINEA_203",86532
2022-02-05,"BSAS_LINEA_501G",113708
2022-02-05,"FFCC ROCA",214118
2022-02-05,"FFCC SAR",51698
2022-02-06,"BSAS_LINEA_203",65710
2022-02-06,"BSAS_LINEA_501G",68806
2022-02-06,"FFCC ROCA",93371
2022-02-06,"FFCC SAR",23853
2022-02-07,"BSAS_LINEA_203",103902
2022-02-07,"BSAS_LINEA_501G",136949
2022-02-07,"FFCC ROCA",383402
2022-02-07,"FFCC SAR",146688
2022-02-08,"BSAS_LINEA_203",105790
2022-02-08,"BSAS_LINEA_501G",140514
2022-02-08,"FFCC ROCA",393904
2022-02-08,"FFCC SAR",206740
2022-02-09,"BSAS_LINEA_203",107814
2022-02-09,"BSAS_LINEA_501G",140957
2022-02-09,"FFCC ROCA",385180
2022-02-09,"FFCC SAR",198813
2022-02-10,"BSAS_LINEA_203",105557
2022-02-10,"BSAS_LINEA_501G",140197
2022-02-10,"FFCC ROCA",385793
2022-02-10,"FFCC SAR",175533
2022-02-11,"BSAS_LINEA_203",106705
2022-02-11,"BSAS_LINEA_501G",136362
2022-02-11,"FFCC ROCA",377987
2022-02-11,"FFCC SAR",163682
2022-02-12,"BSAS_LINEA_203",90777
2022-02-12,"BSAS_LINEA_501G",118868
2022-02-12,"FFCC ROCA",226766
2022-02-12,"FFCC SAR",68397
2022-02-13,"BSAS_LINEA_203",70446
2022-02-13,"BSAS_LINEA_501G",71092
2022-02-13,"FFCC ROCA",100425
2022-02-13,"FFCC SAR",16288
2022-02-14,"BSAS_LINEA_203",111906
2022-02-14,"BSAS_LINEA_501G",145994
2022-02-14,"FFCC ROCA",406163
2022-02-14,"FFCC SAR",194672
2022-02-15,"BSAS_LINEA_203",105568
2022-02-15,"BSAS_LINEA_501G",141177
2022-02-15,"FFCC ROCA",406488
2022-02-15,"FFCC SAR",205568
2022-02-16,"BSAS_LINEA_203",108506
2022-02-16,"BSAS_LINEA_501G",136983
2022-02-16,"FFCC ROCA",380122
2022-02-16,"FFCC SAR",32854
2022-02-17,"BSAS_LINEA_203",111014
2022-02-17,"BSAS_LINEA_501G",142855
2022-02-17,"FFCC ROCA",378827
2022-02-17,"FFCC SAR",180031
2022-02-18,"BSAS_LINEA_203",116273
2022-02-18,"BSAS_LINEA_501G",147824
2022-02-18,"FFCC ROCA",409747
2022-02-18,"FFCC SAR",183540
2022-02-19,"BSAS_LINEA_203",94489
2022-02-19,"BSAS_LINEA_501G",122617
2022-02-19,"FFCC ROCA",244639
2022-02-19,"FFCC SAR",63854
2022-02-20,"BSAS_LINEA_203",53359
2022-02-20,"BSAS_LINEA_501G",49918
2022-02-20,"FFCC ROCA",78942
2022-02-20,"FFCC SAR",14666
2022-02-21,"BSAS_LINEA_203",109429
2022-02-21,"BSAS_LINEA_501G",143352
2022-02-21,"FFCC ROCA",399063
2022-02-21,"FFCC SAR",204508
2022-02-22,"BSAS_LINEA_203",111743
2022-02-22,"BSAS_LINEA_501G",147052
2022-02-22,"FFCC ROCA",401346
2022-02-22,"FFCC SAR",198602
2022-02-23,"BSAS_LINEA_203",113324
2022-02-23,"BSAS_LINEA_501G",147599
2022-02-23,"FFCC ROCA",400630
2022-02-23,"FFCC SAR",187431
2022-02-24,"BSAS_LINEA_203",106500
2022-02-24,"BSAS_LINEA_501G",119292
2022-02-24,"FFCC ROCA",350457
2022-02-24,"FFCC SAR",149301
2022-02-25,"BSAS_LINEA_203",120205
2022-02-25,"BSAS_LINEA_501G",158400
2022-02-25,"FFCC ROCA",432886
2022-02-25,"FFCC SAR",193721
2022-02-26,"BSAS_LINEA_203",87626
2022-02-26,"BSAS_LINEA_501G",115674
2022-02-26,"FFCC ROCA",228370
2022-02-26,"FFCC SAR",64525
2022-02-27,"BSAS_LINEA_203",49915
2022-02-27,"BSAS_LINEA_501G",44702
2022-02-27,"FFCC ROCA",71689
2022-02-27,"FFCC SAR",13628
2022-02-28,"BSAS_LINEA_203",84106
2022-02-28,"BSAS_LINEA_501G",90013
2022-02-28,"FFCC ROCA",149729
2022-02-28,"FFCC SAR",46493
2022-03-01,"BSAS_LINEA_203",80892
2022-03-01,"BSAS_LINEA_501G",89196
2022-03-01,"FFCC ROCA",152012
2022-03-01,"FFCC SAR",47956
2022-03-02,"BSAS_LINEA_203",119410
2022-03-02,"BSAS_LINEA_501G",168231
2022-03-02,"FFCC ROCA",409801
2022-03-02,"FFCC SAR",194669
2022-03-03,"BSAS_LINEA_203",121835
2022-03-03,"BSAS_LINEA_501G",160933
2022-03-03,"FFCC ROCA",415400
2022-03-03,"FFCC SAR",193591
2022-03-04,"BSAS_LINEA_203",125151
2022-03-04,"BSAS_LINEA_501G",166288
2022-03-04,"FFCC ROCA",425408
2022-03-04,"FFCC SAR",185687
2022-03-05,"BSAS_LINEA_203",97350
2022-03-05,"BSAS_LINEA_501G",119768
2022-03-05,"FFCC ROCA",233271
2022-03-05,"FFCC SAR",83950
2022-03-06,"BSAS_LINEA_203",69062
2022-03-06,"BSAS_LINEA_501G",70085
2022-03-06,"FFCC ROCA",103071
2022-03-06,"FFCC SAR",26892
2022-03-07,"BSAS_LINEA_203",117519
2022-03-07,"BSAS_LINEA_501G",154578
2022-03-07,"FFCC ROCA",396036
2022-03-07,"FFCC SAR",206722
2022-03-08,"BSAS_LINEA_203",126175
2022-03-08,"BSAS_LINEA_501G",158399
2022-03-08,"FFCC ROCA",444427
2022-03-08,"FFCC SAR",100672
2022-03-09,"BSAS_LINEA_203",105304
2022-03-09,"BSAS_LINEA_501G",123847
2022-03-09,"FFCC ROCA",369334
2022-03-09,"FFCC SAR",176289
2022-03-10,"BSAS_LINEA_203",131430
2022-03-10,"BSAS_LINEA_501G",175628
2022-03-10,"FFCC ROCA",471499
2022-03-10,"FFCC SAR",221454
2022-03-11,"BSAS_LINEA_203",132122
2022-03-11,"BSAS_LINEA_501G",175493
2022-03-11,"FFCC ROCA",454366
2022-03-11,"FFCC SAR",209239
2022-03-12,"BSAS_LINEA_203",107851
2022-03-12,"BSAS_LINEA_501G",132892
2022-03-12,"FFCC ROCA",280200
2022-03-12,"FFCC SAR",102680
2022-03-13,"BSAS_LINEA_203",75925
2022-03-13,"BSAS_LINEA_501G",75973
2022-03-13,"FFCC ROCA",112554
2022-03-13,"FFCC SAR",32272
2022-03-14,"BSAS_LINEA_203",126573
2022-03-14,"BSAS_LINEA_501G",171454
2022-03-14,"FFCC ROCA",442441
2022-03-14,"FFCC SAR",218898
2022-03-15,"BSAS_LINEA_203",130707
2022-03-15,"BSAS_LINEA_501G",129418
2022-03-15,"FFCC ROCA",454850
2022-03-15,"FFCC SAR",231830
2022-03-16,"BSAS_LINEA_203",129615
2022-03-16,"BSAS_LINEA_501G",172553
2022-03-16,"FFCC ROCA",472806
2022-03-16,"FFCC SAR",229394
2022-03-17,"BSAS_LINEA_203",128429
2022-03-17,"BSAS_LINEA_501G",170090
2022-03-17,"FFCC ROCA",462499
2022-03-17,"FFCC SAR",221947
2022-03-18,"BSAS_LINEA_203",121095
2022-03-18,"BSAS_LINEA_501G",154708
2022-03-18,"FFCC ROCA",426156
2022-03-18,"FFCC SAR",203316
2022-03-19,"BSAS_LINEA_203",109374
2022-03-19,"BSAS_LINEA_501G",132385
2022-03-19,"FFCC ROCA",280247
2022-03-19,"FFCC SAR",110842
2022-03-20,"BSAS_LINEA_203",73648
2022-03-20,"BSAS_LINEA_501G",69824
2022-03-20,"FFCC ROCA",105856
2022-03-20,"FFCC SAR",30669
2022-03-21,"BSAS_LINEA_203",125489
2022-03-21,"BSAS_LINEA_501G",166855
2022-03-21,"FFCC ROCA",451103
2022-03-21,"FFCC SAR",231895
2022-03-22,"BSAS_LINEA_203",125773
2022-03-22,"BSAS_LINEA_501G",170561
2022-03-22,"FFCC ROCA",461497
2022-03-22,"FFCC SAR",238081
2022-03-23,"BSAS_LINEA_203",132967
2022-03-23,"BSAS_LINEA_501G",181593
2022-03-23,"FFCC ROCA",473009
2022-03-23,"FFCC SAR",237020
2022-03-24,"BSAS_LINEA_203",71649
2022-03-24,"BSAS_LINEA_501G",73983
2022-03-24,"FFCC ROCA",160201
2022-03-24,"FFCC SAR",71943
2022-03-25,"BSAS_LINEA_203",124934
2022-03-25,"BSAS_LINEA_501G",160817
2022-03-25,"FFCC ROCA",436967
2022-03-25,"FFCC SAR",221383
2022-03-26,"BSAS_LINEA_203",100626
2022-03-26,"BSAS_LINEA_501G",128456
2022-03-26,"FFCC ROCA",264672
2022-03-26,"FFCC SAR",128420
2022-03-27,"BSAS_LINEA_203",74850
2022-03-27,"BSAS_LINEA_501G",77331
2022-03-27,"FFCC ROCA",107871
2022-03-27,"FFCC SAR",33071
2022-03-28,"BSAS_LINEA_203",129219
2022-03-28,"BSAS_LINEA_501G",173272
2022-03-28,"FFCC ROCA",471423
2022-03-28,"FFCC SAR",246014
2022-03-29,"BSAS_LINEA_203",132245
2022-03-29,"BSAS_LINEA_501G",165987
2022-03-29,"FFCC ROCA",168113
2022-03-29,"FFCC SAR",81485
2022-03-30,"BSAS_LINEA_203",130677
2022-03-30,"BSAS_LINEA_501G",157738
2022-03-30,"FFCC ROCA",495506
2022-03-30,"FFCC SAR",250816
2022-03-31,"BSAS_LINEA_203",133257
2022-03-31,"BSAS_LINEA_501G",165064
2022-03-31,"FFCC ROCA",501527
2022-03-31,"FFCC SAR",253131
2022-04-01,"BSAS_LINEA_203",140235
2022-04-01,"BSAS_LINEA_501G",169117
2022-04-01,"FFCC ROCA",491300
2022-04-01,"FFCC SAR",248483
2022-04-02,"BSAS_LINEA_203",96422
2022-04-02,"BSAS_LINEA_501G",109572
2022-04-02,"FFCC ROCA",212444
2022-04-02,"FFCC SAR",108647
2022-04-03,"BSAS_LINEA_203",71017
2022-04-03,"BSAS_LINEA_501G",72057
2022-04-03,"FFCC ROCA",109550
2022-04-03,"FFCC SAR",36971
2022-04-04,"BSAS_LINEA_203",130025
2022-04-04,"BSAS_LINEA_501G",170108
2022-04-04,"FFCC ROCA",481212
2022-04-04,"FFCC SAR",250196
2022-04-05,"BSAS_LINEA_203",135476
2022-04-05,"BSAS_LINEA_501G",181413
2022-04-05,"FFCC ROCA",514407
2022-04-05,"FFCC SAR",251611
2022-04-06,"BSAS_LINEA_203",136014
2022-04-06,"BSAS_LINEA_501G",176782
2022-04-06,"FFCC ROCA",514678
2022-04-06,"FFCC SAR",261451
2022-04-07,"BSAS_LINEA_203",141017
2022-04-07,"BSAS_LINEA_501G",174143
2022-04-07,"FFCC ROCA",502755
2022-04-07,"FFCC SAR",259931
2022-04-08,"BSAS_LINEA_203",142389
2022-04-08,"BSAS_LINEA_501G",183121
2022-04-08,"FFCC ROCA",524935
2022-04-08,"FFCC SAR",248524
2022-04-09,"BSAS_LINEA_203",110960
2022-04-09,"BSAS_LINEA_501G",137762
2022-04-09,"FFCC ROCA",312952
2022-04-09,"FFCC SAR",158283
2022-04-10,"BSAS_LINEA_203",76385
2022-04-10,"BSAS_LINEA_501G",78328
2022-04-10,"FFCC ROCA",115149
2022-04-10,"FFCC SAR",34880
2022-04-11,"BSAS_LINEA_203",127580
2022-04-11,"BSAS_LINEA_501G",165329
2022-04-11,"FFCC ROCA",484197
2022-04-11,"FFCC SAR",245344
2022-04-12,"BSAS_LINEA_203",135726
2022-04-12,"BSAS_LINEA_501G",176161
2022-04-12,"FFCC ROCA",521564
2022-04-12,"FFCC SAR",258880
2022-04-13,"BSAS_LINEA_203",140475
2022-04-13,"BSAS_LINEA_501G",180644
2022-04-13,"FFCC ROCA",535299
2022-04-13,"FFCC SAR",277292
2022-04-14,"BSAS_LINEA_203",105337
2022-04-14,"BSAS_LINEA_501G",124945
2022-04-14,"FFCC ROCA",320440
2022-04-14,"FFCC SAR",185763
2022-04-15,"BSAS_LINEA_203",78884
2022-04-15,"BSAS_LINEA_501G",76711
2022-04-15,"FFCC ROCA",149326
2022-04-15,"FFCC SAR",53999
2022-04-16,"BSAS_LINEA_203",101993
2022-04-16,"BSAS_LINEA_501G",114483
2022-04-16,"FFCC ROCA",253422
2022-04-16,"FFCC SAR",130292
2022-04-17,"BSAS_LINEA_203",71765
2022-04-17,"BSAS_LINEA_501G",69865
2022-04-17,"FFCC ROCA",110989
2022-04-17,"FFCC SAR",31882
2022-04-18,"BSAS_LINEA_203",130135
2022-04-18,"BSAS_LINEA_501G",169964
2022-04-18,"FFCC ROCA",477427
2022-04-18,"FFCC SAR",243440
2022-04-19,"BSAS_LINEA_203",133701
2022-04-19,"BSAS_LINEA_501G",174529
2022-04-19,"FFCC ROCA",502806
2022-04-19,"FFCC SAR",259313
2022-04-20,"BSAS_LINEA_203",134694
2022-04-20,"BSAS_LINEA_501G",175374
2022-04-20,"FFCC ROCA",492538
2022-04-20,"FFCC SAR",243689
2022-04-21,"BSAS_LINEA_203",130457
2022-04-21,"BSAS_LINEA_501G",170304
2022-04-21,"FFCC ROCA",500324
2022-04-21,"FFCC SAR",248260
2022-04-22,"BSAS_LINEA_203",129198
2022-04-22,"BSAS_LINEA_501G",160233
2022-04-22,"FFCC ROCA",484944
2022-04-22,"FFCC SAR",240568
2022-04-23,"BSAS_LINEA_203",108045
2022-04-23,"BSAS_LINEA_501G",131953
2022-04-23,"FFCC ROCA",298587
2022-04-23,"FFCC SAR",153099
2022-04-24,"BSAS_LINEA_203",72914
2022-04-24,"BSAS_LINEA_501G",75357
2022-04-24,"FFCC ROCA",116646
2022-04-24,"FFCC SAR",26048
2022-04-25,"BSAS_LINEA_203",111632
2022-04-25,"BSAS_LINEA_501G",143925
2022-04-25,"FFCC ROCA",442932
2022-04-25,"FFCC SAR",218444
2022-04-26,"BSAS_LINEA_203",123613
2022-04-26,"BSAS_LINEA_501G",164673
2022-04-26,"FFCC ROCA",476982
2022-04-26,"FFCC SAR",243480
2022-04-27,"BSAS_LINEA_203",125584
2022-04-27,"BSAS_LINEA_501G",160283
2022-04-27,"FFCC ROCA",476084
2022-04-27,"FFCC SAR",129022
2022-04-28,"BSAS_LINEA_203",131936
2022-04-28,"BSAS_LINEA_501G",171948
2022-04-28,"FFCC ROCA",493113
2022-04-28,"FFCC SAR",255781
2022-04-29,"BSAS_LINEA_203",136479
2022-04-29,"BSAS_LINEA_501G",171068
2022-04-29,"FFCC ROCA",502050
2022-04-29,"FFCC SAR",265380
2022-04-30,"BSAS_LINEA_203",103270
2022-04-30,"BSAS_LINEA_501G",124688
2022-04-30,"FFCC ROCA",289597
2022-04-30,"FFCC SAR",140331
2022-05-01,"BSAS_LINEA_203",65069
2022-05-01,"BSAS_LINEA_501G",69059
2022-05-01,"FFCC ROCA",110178
2022-05-01,"FFCC SAR",39386
2022-05-02,"BSAS_LINEA_203",125978
2022-05-02,"BSAS_LINEA_501G",168468
2022-05-02,"FFCC ROCA",487586
2022-05-02,"FFCC SAR",250726
